,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,hand
4119,2,1,1,11,4,10,1,2,2,5,Zero
4120,1,11,2,13,3,5,3,6,4,11,One
4121,4,6,4,3,4,9,2,5,2,4,Zero
4122,3,13,4,12,3,7,3,12,4,5,One
4123,4,2,2,8,4,12,1,5,3,3,Zero
4124,3,2,3,7,4,10,2,8,2,7,One
4125,1,2,3,4,2,5,1,1,2,3,Four
4126,4,12,3,13,2,2,2,4,4,9,Zero
4127,4,13,1,7,3,3,1,1,4,10,Zero
4128,3,3,3,5,4,8,1,6,2,12,Zero
4129,2,10,1,3,1,9,3,9,3,4,One
4130,2,5,4,5,2,1,2,7,4,10,One
4131,4,7,1,8,4,11,2,11,2,1,One
4132,1,8,4,13,4,10,2,9,4,5,Zero
4133,1,6,2,6,2,1,4,12,1,2,One
4134,2,3,2,9,4,8,1,11,3,12,Zero
4135,4,9,2,11,4,12,4,1,2,2,Zero
4136,4,11,4,10,3,2,4,9,3,1,Zero
4137,3,4,3,7,3,11,2,4,3,2,One
4138,1,11,4,1,2,8,2,1,4,7,One
4139,2,7,3,6,1,1,4,7,3,4,One
4140,1,10,4,6,3,3,2,5,3,10,One
4141,3,7,4,13,4,11,1,5,4,9,Zero
4142,2,13,2,9,1,8,1,3,3,7,Zero
4143,4,3,1,5,1,4,4,10,3,4,One
4144,2,2,3,4,1,9,1,12,1,5,Zero
4145,2,2,3,11,1,6,4,10,3,7,Zero
4146,3,6,1,3,2,11,4,6,3,11,Two
4147,4,10,2,5,3,9,2,3,1,11,Zero
4148,4,12,2,6,4,3,4,4,3,2,Zero
4149,1,6,1,12,2,2,3,3,4,3,One
4150,2,7,2,13,4,3,1,12,3,11,Zero
4151,2,4,4,11,2,6,4,8,3,11,One
4152,1,12,2,3,4,9,3,13,1,7,Zero
4153,2,12,3,10,2,11,2,3,3,4,Zero
4154,3,2,2,3,4,10,3,4,4,1,Zero
4155,3,12,1,8,3,10,2,3,1,1,Zero
4156,2,13,1,2,1,1,3,4,1,10,Zero
4157,1,8,4,10,1,11,3,10,3,11,Two
4158,1,4,2,2,3,4,4,2,1,12,Two
4159,4,9,2,9,1,13,2,6,1,2,One
4160,1,9,4,13,2,5,4,5,1,8,One
4161,1,5,1,7,1,6,2,1,3,6,One
4162,2,4,2,11,1,1,1,4,3,9,One
4163,2,9,3,1,2,6,2,10,3,4,Zero
4164,2,1,3,9,1,8,3,11,2,3,Zero
4165,2,10,2,3,4,7,2,11,1,10,One
4166,1,6,4,2,4,4,4,7,4,1,Zero
4167,4,9,3,10,4,10,1,7,1,13,One
4168,4,12,2,6,1,1,2,10,2,1,One
4169,3,5,4,6,3,13,4,8,3,12,Zero
4170,1,13,3,6,1,3,4,2,4,12,Zero
4171,4,13,3,1,4,12,3,6,3,4,Zero
4172,3,12,3,10,1,13,3,7,2,1,Zero
4173,4,4,2,13,1,6,1,3,2,9,Zero
4174,3,10,1,10,3,13,4,12,1,5,One
4175,4,12,2,12,4,3,4,13,1,13,Two
4176,1,4,1,5,1,2,3,3,3,13,Zero
4177,2,5,1,5,4,6,2,13,1,11,One
4178,1,9,3,13,1,2,2,7,3,9,One
4179,4,10,4,4,4,11,3,8,1,9,Zero
4180,3,2,2,12,4,4,2,10,3,9,Zero
4181,1,4,3,10,3,8,2,13,3,3,Zero
4182,4,1,1,3,4,4,4,7,2,4,One
4183,2,10,4,4,4,6,2,12,1,7,Zero
4184,3,2,3,7,2,4,4,5,1,5,One
4185,1,10,3,6,2,6,3,9,4,7,One
4186,2,3,2,13,3,12,1,10,2,11,Zero
4187,1,4,2,9,2,5,3,5,4,7,One
4188,4,1,4,2,2,12,2,4,3,6,Zero
4189,1,3,4,4,3,5,1,10,3,10,One
4190,3,1,4,10,2,8,3,11,2,1,One
4191,3,3,4,12,4,2,1,13,1,11,Zero
4192,1,3,3,9,4,8,1,11,1,12,Zero
4193,2,6,1,3,2,2,3,6,4,9,One
4194,1,13,1,7,1,9,1,11,4,6,Zero
4195,2,9,4,7,1,5,4,4,3,1,Zero
4196,1,10,2,1,2,12,2,5,4,12,One
4197,3,3,1,7,4,12,1,11,2,9,Zero
4198,1,11,2,4,1,4,1,2,2,12,One
4199,1,8,3,13,4,7,3,9,2,12,Zero
4200,1,10,2,1,3,3,1,11,4,1,One
4201,3,8,4,5,4,11,2,9,2,5,One
4202,1,13,3,9,1,7,2,9,3,3,One
4203,1,9,3,5,4,9,2,10,4,11,One
4204,3,1,4,4,2,11,2,12,1,6,Zero
4205,2,7,3,12,1,13,3,13,2,9,One
4206,3,9,2,2,1,1,1,11,3,1,One
4207,3,13,2,9,3,7,1,7,1,6,One
4208,2,12,3,8,2,8,3,3,2,11,One
4209,2,3,1,2,1,12,2,2,3,11,One
4210,2,5,4,1,4,11,2,10,4,2,Zero
4211,1,10,4,10,4,3,4,13,4,9,One
4212,3,6,1,6,4,7,4,13,2,5,One
4213,4,4,3,7,2,6,1,4,2,13,One
4214,2,3,2,9,3,8,1,9,4,5,One
4215,4,2,1,1,4,1,1,12,2,9,One
4216,4,9,1,7,3,9,4,2,3,3,One
4217,1,12,3,1,1,3,3,11,1,11,One
4218,4,7,2,13,3,4,1,5,1,10,Zero
4219,1,3,2,11,2,10,2,4,4,1,Zero
4220,1,10,1,4,3,10,3,13,3,6,One
4221,4,12,1,6,1,9,4,11,4,8,Zero
4222,2,3,4,10,3,9,3,5,3,12,Zero
4223,3,2,4,10,2,13,3,12,4,7,Zero
4224,1,8,1,11,3,6,4,8,4,7,One
4225,1,9,2,2,1,7,2,9,3,3,One
4226,3,11,3,1,1,4,1,8,1,2,Zero
4227,2,11,1,9,4,12,1,13,2,3,Zero
4228,3,13,4,2,4,3,1,4,2,1,Zero
4229,3,13,4,1,1,2,1,12,2,6,Zero
4230,3,7,4,8,2,4,3,10,3,12,Zero
4231,1,6,1,4,1,10,3,1,1,8,Zero
4232,1,13,4,7,1,7,4,10,1,3,One
4233,4,10,3,6,2,3,1,10,1,6,Two
4234,1,11,3,12,4,10,1,7,4,8,Zero
4235,2,1,2,3,2,2,4,12,1,4,Zero
4236,2,12,1,9,4,3,1,11,1,10,Zero
4237,3,1,1,6,3,5,3,13,1,5,One
4238,1,12,3,2,1,10,3,10,4,12,Two
4239,1,7,1,11,3,13,1,4,2,11,One
4240,1,6,2,8,4,13,1,13,3,11,One
4241,1,3,2,8,4,11,2,6,1,8,One
4242,4,3,1,9,2,11,4,1,3,8,Zero
4243,3,2,3,7,2,9,3,6,1,10,Zero
4244,3,3,1,8,2,12,4,5,4,8,One
4245,1,12,4,8,4,9,1,1,1,3,Zero
4246,4,2,1,3,3,9,1,7,2,10,Zero
4247,3,13,3,9,4,6,2,8,4,8,One
4248,2,12,1,5,1,9,3,11,1,6,Zero
4249,3,1,3,2,2,8,3,6,2,3,Zero
4250,4,13,2,5,2,2,4,7,4,9,Zero
4251,4,7,2,3,1,5,2,7,3,10,One
4252,3,2,1,2,2,12,2,10,3,8,One
4253,2,5,2,1,4,7,2,12,2,6,Zero
4254,3,3,4,6,1,10,4,12,4,11,Zero
4255,3,4,1,13,1,11,1,10,2,5,Zero
4256,2,9,3,1,2,13,3,4,2,12,Zero
4257,4,10,1,12,4,11,4,3,1,6,Zero
4258,1,11,4,10,2,10,2,13,2,5,One
4259,1,12,3,7,1,10,1,9,3,4,Zero
4260,3,5,3,7,1,5,1,8,4,1,One
4261,4,12,2,2,1,2,1,7,1,10,One
4262,2,7,3,13,4,2,4,1,3,10,Zero
4263,4,4,3,11,3,12,2,3,4,5,Zero
4264,3,13,4,8,1,9,4,9,1,11,One
4265,3,9,4,7,1,2,1,6,2,5,Zero
4266,2,4,2,6,3,6,3,5,3,7,One
4267,1,3,4,7,1,4,1,9,3,12,Zero
4268,1,8,4,5,3,10,1,10,3,1,One
4269,1,1,3,12,4,12,1,11,3,5,One
4270,2,1,4,7,4,3,2,10,1,5,Zero
4271,4,4,2,9,4,2,1,2,2,3,One
4272,4,1,2,9,3,10,1,4,4,6,Zero
4273,3,5,2,5,4,9,2,1,3,13,One
4274,4,12,1,2,2,8,3,10,2,11,Zero
4275,4,13,2,5,1,1,3,2,3,12,Zero
4276,1,12,1,4,2,4,2,8,3,3,One
4277,2,7,3,11,3,8,1,10,3,6,Zero
4278,3,3,4,6,1,12,3,5,3,7,Zero
4279,2,1,1,3,1,6,1,5,1,2,Zero
4280,4,4,4,11,4,3,1,3,2,3,Three
4281,3,8,3,7,3,2,4,2,1,2,Three
4282,3,13,3,3,2,10,4,9,4,5,Zero
4283,1,6,1,2,1,13,4,3,2,8,Zero
4284,1,12,1,3,2,11,4,3,3,3,Three
4285,3,2,1,3,4,13,3,3,3,1,One
4286,2,8,1,5,1,12,2,5,1,6,One
4287,4,12,2,2,1,9,4,4,3,12,One
4288,4,13,2,10,4,8,3,5,4,11,Zero
4289,4,6,4,13,1,8,3,10,1,9,Zero
4290,3,11,3,3,3,12,3,6,2,12,One
4291,3,10,3,13,3,3,4,7,4,12,Zero
4292,3,7,3,10,4,1,1,5,1,1,One
4293,2,10,2,8,4,7,2,2,1,6,Zero
4294,3,12,3,10,1,1,3,11,4,9,Zero
4295,1,6,1,10,1,2,3,13,1,9,Zero
4296,2,9,4,5,1,9,1,13,2,7,One
4297,4,7,3,8,1,12,4,3,3,4,Zero
4298,1,1,3,12,3,5,2,12,1,12,Three
4299,3,8,1,13,1,7,4,7,3,13,Two
4300,3,8,1,3,1,12,2,4,4,10,Zero
4301,2,2,1,13,3,6,4,2,1,2,Three
4302,3,4,4,11,4,4,3,8,4,5,One
4303,2,12,2,6,3,12,1,2,2,10,One
4304,2,12,2,10,4,13,3,1,4,11,Four
4305,2,10,4,4,3,4,3,9,3,5,One
4306,3,13,1,7,1,9,4,12,1,2,Zero
4307,4,10,3,8,1,12,3,4,4,12,One
4308,2,11,2,12,4,9,4,10,1,6,Zero
4309,1,6,3,6,1,3,4,3,2,3,Six
4310,1,6,2,7,4,8,4,4,4,10,Zero
4311,1,2,2,6,3,11,4,11,4,7,One
4312,3,3,3,5,4,12,1,7,4,4,Zero
4313,1,1,2,7,1,7,4,11,2,10,One
4314,3,1,1,6,2,8,1,2,2,3,Zero
4315,1,2,3,7,1,7,1,5,4,9,One
4316,3,3,2,2,3,2,2,9,2,10,One
4317,2,11,3,4,1,8,4,1,2,1,One
4318,2,10,3,13,3,8,4,7,2,8,One
4319,4,1,1,4,1,11,3,3,2,5,Zero
4320,1,13,4,7,1,12,2,9,3,8,Zero
4321,3,1,4,11,1,10,2,4,4,10,One
4322,4,7,3,7,4,9,4,3,4,10,One
4323,1,4,2,4,1,5,1,8,2,6,One
4324,3,7,4,9,3,1,3,12,4,6,Zero
4325,3,8,1,13,4,4,1,2,4,11,Zero
4326,1,13,1,5,2,8,3,1,4,3,Zero
4327,3,1,1,10,2,11,1,7,4,13,Zero
4328,4,5,1,5,4,11,3,2,3,5,Three
4329,3,3,3,8,4,3,4,10,2,12,One
4330,1,5,3,5,3,1,1,2,2,6,One
4331,3,7,2,12,3,2,4,3,2,4,Zero
4332,4,9,3,2,2,2,3,1,4,12,One
4333,2,10,1,12,3,4,1,2,1,8,Zero
4334,4,4,4,6,3,12,1,8,1,3,Zero
4335,3,9,2,4,2,9,2,11,1,11,Two
4336,4,11,3,6,3,11,4,13,2,6,Two
4337,4,12,4,13,3,1,2,6,1,10,Zero
4338,2,12,2,6,4,3,1,4,3,1,Zero
4339,2,8,3,11,3,6,3,7,4,11,One
4340,4,6,2,6,3,10,2,3,4,2,One
4341,3,4,2,5,2,2,2,12,1,9,Zero
4342,1,12,4,7,4,8,4,13,3,6,Zero
4343,1,1,4,5,2,6,2,9,2,13,Zero
4344,4,7,3,1,4,3,1,1,2,6,One
4345,2,2,2,6,1,1,4,6,1,7,One
4346,4,9,1,3,2,5,4,11,4,6,Zero
4347,3,13,1,2,3,1,2,8,1,12,Zero
4348,4,7,4,10,2,8,2,12,3,12,One
4349,2,9,4,12,1,1,3,10,1,4,Zero
4350,1,12,3,7,1,11,1,10,1,5,Zero
4351,3,10,2,6,3,13,3,5,4,12,Zero
4352,3,10,4,4,3,8,4,13,4,9,Zero
4353,4,5,1,6,1,1,4,6,4,9,One
4354,1,7,1,2,4,9,4,2,1,8,One
4355,3,11,3,3,1,9,3,8,2,2,Zero
4356,4,12,1,13,3,1,3,4,4,4,One
4357,1,5,1,13,2,11,2,1,2,3,Zero
4358,3,1,1,12,3,10,4,6,1,5,Zero
4359,4,8,3,5,2,4,2,9,2,5,One
4360,4,6,3,8,1,11,3,6,4,11,Two
4361,1,6,4,8,2,12,4,2,2,6,One
4362,2,4,2,2,2,5,4,1,4,4,One
4363,2,4,3,3,2,13,2,11,2,5,Zero
4364,2,13,4,12,2,8,1,6,2,11,Zero
4365,3,4,2,2,2,9,2,3,1,7,Zero
4366,1,11,4,4,3,3,4,10,3,1,Zero
4367,3,5,2,7,2,13,1,7,1,12,One
4368,1,11,4,9,3,7,4,1,2,8,Zero
4369,1,4,4,11,1,12,3,2,2,7,Zero
4370,3,3,2,4,1,10,3,5,1,6,Zero
4371,4,9,1,4,1,7,4,2,3,8,Zero
4372,3,9,2,1,4,9,1,4,2,6,One
4373,4,7,2,12,3,12,3,2,2,8,One
4374,4,4,4,6,4,2,4,7,4,12,Five
4375,1,9,1,6,2,9,3,8,3,10,One
4376,4,6,3,11,2,12,3,7,3,4,Zero
4377,3,7,2,3,4,10,2,6,4,2,Zero
4378,1,5,3,9,1,1,2,1,4,3,One
4379,1,13,2,3,4,8,1,2,3,1,Zero
4380,2,2,4,9,2,5,4,10,4,8,Zero
4381,3,4,1,10,3,5,2,1,2,8,Zero
4382,2,5,3,5,3,11,1,11,2,8,Two
4383,4,11,1,4,1,1,4,2,4,4,One
4384,4,12,4,7,2,2,2,9,2,4,Zero
4385,3,12,2,1,4,13,4,2,4,7,Zero
4386,1,11,4,12,4,1,1,9,3,2,Zero
4387,4,13,1,4,2,13,2,1,1,10,One
4388,2,9,2,11,2,10,3,13,4,8,Zero
4389,4,12,1,1,2,6,2,3,2,2,Zero
4390,1,11,3,4,3,5,3,11,2,7,One
4391,4,13,4,11,2,9,2,11,1,5,One
4392,2,10,4,12,1,1,2,1,2,6,One
4393,2,1,2,4,2,12,1,9,1,7,Zero
4394,1,3,2,13,4,12,4,4,4,8,Zero
4395,4,13,1,9,3,7,3,11,1,7,One
4396,3,7,3,4,4,10,3,10,2,1,One
4397,1,10,1,5,1,1,4,9,1,6,Zero
4398,3,1,2,13,2,5,4,4,3,9,Zero
4399,4,11,1,11,4,4,4,9,4,8,One
4400,3,7,1,4,2,5,3,9,1,6,Zero
4401,3,4,2,5,4,7,1,9,3,12,Zero
4402,2,13,1,4,1,1,1,2,3,2,One
4403,2,6,3,9,3,10,2,8,3,7,Four
4404,4,8,3,2,2,2,1,10,3,13,One
4405,3,7,4,2,3,9,2,11,3,2,One
4406,3,6,2,5,4,5,3,13,4,10,One
4407,3,7,3,6,1,3,4,3,4,12,One
4408,2,1,1,11,4,9,3,6,3,9,One
4409,4,10,3,6,3,10,1,8,1,2,One
4410,4,5,1,13,1,1,3,1,4,7,One
4411,4,4,1,2,4,10,1,10,3,2,Two
4412,1,9,3,8,4,10,1,7,4,2,Zero
4413,2,11,1,11,2,1,1,7,1,2,One
4414,1,12,2,9,4,1,3,9,2,2,One
4415,2,12,4,11,4,1,2,4,1,1,One
4416,2,2,2,3,3,3,4,9,2,9,Two
4417,3,4,3,9,4,12,4,11,3,2,Zero
4418,1,3,2,5,1,12,4,5,1,8,One
4419,2,10,2,1,4,1,4,8,3,3,One
4420,2,7,1,7,4,4,4,8,1,13,One
4421,2,2,2,9,1,6,2,6,3,7,One
4422,4,11,1,8,4,9,1,6,4,6,One
4423,4,10,3,4,3,1,3,7,1,9,Zero
4424,1,13,1,7,1,9,2,11,1,12,Zero
4425,3,5,4,8,1,11,2,11,1,9,One
4426,1,4,4,9,4,7,4,2,1,8,Zero
4427,2,11,1,12,3,1,3,13,1,6,Zero
4428,4,3,2,9,4,9,3,1,2,2,One
4429,3,10,3,5,1,9,4,7,1,10,One
4430,1,2,4,12,4,3,4,4,4,8,Zero
4431,1,8,2,7,1,5,1,6,1,10,Zero
4432,4,5,1,12,1,4,3,8,3,6,Zero
4433,1,3,3,5,3,4,4,10,1,7,Zero
4434,4,9,1,2,1,10,2,7,1,11,Zero
4435,3,3,2,13,4,3,4,9,4,6,One
4436,4,1,3,7,4,3,2,10,1,13,Zero
4437,3,3,3,13,4,12,2,13,4,2,One
4438,3,10,3,11,4,13,4,11,1,10,Two
4439,1,3,2,11,4,3,2,9,1,7,One
4440,4,5,1,2,3,8,3,4,3,5,One
4441,3,11,3,4,2,8,4,6,2,11,One
4442,1,12,4,2,4,10,4,8,1,11,Zero
4443,1,13,3,10,3,9,1,4,3,3,Zero
4444,2,10,4,11,4,6,1,12,3,3,Zero
4445,3,6,4,8,1,12,1,8,3,2,One
4446,3,7,1,3,2,9,4,12,2,3,One
4447,4,7,4,9,1,9,3,6,1,1,One
4448,1,12,1,7,4,3,2,13,4,1,Zero
4449,2,10,3,4,1,6,4,6,2,7,One
4450,3,10,3,2,4,6,3,5,2,13,Zero
4451,4,9,1,1,3,7,1,7,4,1,Two
4452,2,8,4,8,2,2,4,3,2,3,Two
4453,1,11,4,3,4,5,4,6,3,1,Zero
4454,1,9,3,6,2,3,1,5,2,8,Zero
4455,1,13,2,11,1,1,3,10,3,13,One
4456,1,4,4,3,2,8,4,2,3,11,Zero
4457,1,13,4,5,2,10,3,6,2,12,Zero
4458,4,8,3,4,4,12,4,11,2,1,Zero
4459,3,1,3,12,3,13,3,7,4,3,Zero
4460,2,1,4,8,2,6,1,12,1,3,Zero
4461,4,6,2,7,2,13,1,8,3,5,Zero
4462,1,2,3,11,3,12,3,6,1,8,Zero
4463,1,3,2,11,2,10,4,7,3,3,One
4464,1,9,2,12,4,4,2,3,3,7,Zero
4465,1,5,2,11,2,4,2,7,1,13,Zero
4466,3,10,2,9,1,6,3,1,1,9,One
4467,4,8,4,2,4,13,1,10,3,1,Zero
4468,4,5,1,5,4,3,3,3,3,13,Two
4469,2,11,3,8,1,1,3,10,2,1,One
4470,2,9,3,7,4,8,4,4,1,2,Zero
4471,2,3,4,1,3,1,2,4,3,12,One
4472,1,5,2,3,1,10,3,11,2,2,Zero
4473,1,10,2,3,2,4,1,8,4,11,Zero
4474,4,10,2,12,1,13,4,7,4,9,Zero
4475,4,3,3,8,1,2,2,1,3,4,Zero
4476,3,13,2,7,3,6,2,5,2,13,One
4477,4,7,2,11,3,13,4,10,4,13,One
4478,2,4,3,1,3,4,4,6,1,10,One
4479,2,2,1,2,2,4,3,12,2,12,Two
4480,1,5,1,8,2,6,4,6,1,7,One
4481,1,12,4,11,3,3,1,7,2,6,Zero
4482,4,1,2,11,3,6,1,2,4,3,Zero
4483,2,1,4,8,2,4,1,1,3,3,One
4484,3,12,1,3,3,1,2,4,1,7,Zero
4485,1,1,3,4,2,5,2,2,2,11,Zero
4486,4,8,1,4,1,13,1,7,3,1,Zero
4487,4,12,3,8,1,11,1,1,3,13,Zero
4488,2,7,1,9,1,12,1,5,2,4,Zero
4489,2,6,2,7,2,3,3,7,4,6,Two
4490,1,10,2,1,2,2,2,3,4,5,Zero
4491,4,6,1,8,3,12,1,12,4,7,One
4492,3,2,4,1,4,6,4,4,1,2,One
4493,1,12,4,9,3,10,3,13,2,1,Zero
4494,1,7,3,6,4,9,4,10,1,12,Zero
4495,3,6,1,6,4,2,4,11,2,5,One
4496,3,7,3,9,2,1,2,7,3,2,One
4497,1,5,2,5,3,2,3,1,4,3,One
4498,3,11,3,8,1,5,2,1,4,13,Zero
4499,1,10,4,6,4,8,3,2,1,4,Zero
4500,2,4,1,12,3,3,2,3,4,11,One
4501,4,12,2,5,4,1,1,7,3,6,Zero
4502,1,1,2,10,3,11,4,9,1,5,Zero
4503,4,4,3,10,2,10,1,1,2,2,One
4504,4,13,2,2,1,3,3,9,4,2,One
4505,3,12,3,8,1,6,3,13,2,2,Zero
4506,1,7,4,13,3,7,3,9,1,12,One
4507,4,10,1,11,2,12,2,5,3,1,Zero
4508,2,4,3,13,2,5,1,3,3,4,One
4509,4,13,2,7,1,10,4,10,2,11,One
4510,2,4,3,13,2,9,1,12,3,10,Zero
4511,1,11,2,9,2,1,2,4,1,5,Zero
4512,3,3,4,5,3,7,1,7,3,5,Two
4513,4,13,4,11,1,8,4,7,2,4,Zero
4514,3,10,1,12,3,7,2,3,3,6,Zero
4515,4,9,2,6,3,8,2,1,2,5,Zero
4516,1,5,4,11,4,8,2,13,3,11,One
4517,1,4,3,5,3,2,2,8,3,7,Zero
4518,4,1,2,5,2,6,3,13,4,5,One
4519,3,11,4,9,3,1,4,1,3,8,One
4520,2,3,3,1,2,6,1,1,1,8,One
4521,3,5,2,1,4,8,3,13,3,7,Zero
4522,2,13,1,6,1,4,2,8,2,6,One
4523,2,7,2,1,2,6,3,5,3,12,Zero
4524,1,13,2,8,1,3,4,1,4,12,Zero
4525,3,6,4,2,2,7,3,5,1,11,Zero
4526,1,3,4,2,4,11,4,8,2,1,Zero
4527,2,8,1,1,3,9,3,5,1,3,Zero
4528,3,2,3,1,4,10,4,6,1,3,Zero
4529,1,4,3,8,2,7,2,9,3,12,Zero
4530,3,8,3,6,2,11,2,1,1,9,Zero
4531,4,4,2,9,4,12,2,7,4,3,Zero
4532,1,12,3,10,2,2,2,12,4,7,One
4533,1,2,3,8,1,12,2,8,2,10,One
4534,4,11,2,10,2,8,2,3,1,4,Zero
4535,4,9,4,8,4,1,2,1,4,6,One
4536,4,5,4,9,4,12,4,11,4,4,Five
4537,2,10,2,1,4,4,2,12,3,8,Zero
4538,4,3,2,9,4,13,4,8,4,10,Zero
4539,3,10,2,1,1,11,2,4,4,4,One
4540,3,8,3,12,1,12,3,5,4,11,One
4541,4,2,2,13,3,3,1,11,3,5,Zero
4542,1,5,3,1,1,13,2,13,1,12,One
4543,4,2,3,8,4,4,1,6,1,9,Zero
4544,1,3,4,3,2,11,1,11,4,6,Two
4545,2,8,2,12,1,7,2,9,3,8,One
4546,4,9,1,10,1,13,3,6,1,3,Zero
4547,3,1,2,4,4,12,4,11,4,10,Zero
4548,1,1,3,1,1,10,3,2,2,12,One
4549,1,6,3,9,2,7,2,8,3,1,Zero
4550,1,7,2,3,2,7,2,13,4,4,One
4551,2,1,2,6,2,3,2,13,1,1,One
4552,4,11,3,9,1,9,4,6,4,13,One
4553,3,7,4,10,3,11,4,4,1,2,Zero
4554,3,11,2,8,2,5,4,11,2,2,One
4555,1,8,2,2,2,3,4,2,2,7,One
4556,3,9,4,5,2,6,3,13,2,9,One
4557,4,12,2,9,2,5,2,12,3,10,One
4558,3,3,2,11,2,3,2,12,1,7,One
4559,4,2,2,5,2,7,3,9,3,7,One
4560,2,2,2,3,4,13,3,1,1,12,Zero
4561,2,13,1,1,3,8,3,4,1,7,Zero
4562,1,13,2,13,1,12,2,5,2,9,One
4563,1,8,3,5,4,13,3,6,3,10,Zero
4564,4,10,2,10,4,6,1,2,4,5,One
4565,3,10,2,9,1,6,3,1,4,5,Zero
4566,4,7,4,11,1,2,4,1,3,4,Zero
4567,3,3,2,4,4,1,3,5,1,8,Zero
4568,2,9,2,7,4,2,4,4,2,1,Zero
4569,2,1,4,8,2,8,2,5,2,10,One
4570,4,11,3,4,3,7,2,3,3,3,One
4571,4,10,2,4,1,4,4,3,1,5,One
4572,1,11,3,8,2,13,4,5,3,4,Zero
4573,4,4,3,12,2,12,3,10,4,8,One
4574,3,10,2,2,3,2,2,10,3,13,Two
4575,3,3,3,13,1,9,4,3,1,3,Three
4576,3,12,1,3,2,2,3,11,2,11,One
4577,4,4,4,13,1,10,4,12,2,4,One
4578,2,13,3,6,3,7,3,1,3,4,Zero
4579,4,6,1,9,2,1,3,3,4,3,One
4580,3,3,1,11,4,9,4,5,4,1,Zero
4581,3,10,1,8,4,5,2,12,1,6,Zero
4582,2,11,3,1,4,8,2,8,1,5,One
4583,1,4,2,7,3,13,1,8,1,2,Zero
4584,2,10,1,13,1,10,2,11,2,7,One
4585,1,3,3,13,3,3,1,1,3,6,One
4586,4,6,2,13,3,4,4,7,2,4,One
4587,3,5,4,4,1,9,2,9,4,12,One
4588,1,6,2,1,1,8,3,9,1,5,Zero
4589,1,8,4,2,1,6,4,4,1,5,Zero
4590,1,9,4,7,2,1,4,1,2,9,Two
4591,3,1,1,5,1,9,3,2,2,10,Zero
4592,4,1,1,8,3,11,3,9,2,12,Zero
4593,1,4,2,7,2,13,4,12,1,5,Zero
4594,3,9,1,9,1,7,1,4,2,3,One
4595,2,13,2,12,2,3,3,8,4,12,One
4596,2,8,3,4,3,13,4,13,2,2,One
4597,2,1,2,11,3,3,4,7,4,9,Zero
4598,3,13,2,9,4,2,1,1,4,10,Zero
4599,2,5,2,8,3,9,4,11,1,8,One
4600,2,1,4,3,3,6,2,7,2,13,Zero
4601,4,8,4,2,1,8,4,11,2,7,One
4602,1,2,2,7,2,1,2,9,4,2,One
4603,3,1,4,5,1,12,2,7,4,6,Zero
4604,3,2,2,11,1,6,2,3,1,12,Zero
4605,4,3,1,10,3,12,4,4,1,8,Zero
4606,3,9,4,12,4,8,2,12,1,11,One
4607,3,9,1,12,3,13,4,1,2,5,Zero
4608,1,12,1,10,3,11,1,1,4,13,Four
4609,2,9,3,11,4,1,4,2,1,5,Zero
4610,2,13,4,7,1,7,4,3,2,5,One
4611,1,2,3,10,3,8,4,13,2,13,One
4612,1,5,2,13,1,2,2,6,3,5,One
4613,1,1,4,6,3,11,3,13,4,11,One
4614,4,2,2,10,1,7,4,1,1,2,One
4615,2,13,4,3,4,11,3,7,4,7,One
4616,4,6,4,3,3,5,2,7,2,11,Zero
4617,4,2,2,6,1,11,3,7,3,6,One
4618,3,11,3,1,1,10,4,6,2,9,Zero
4619,3,12,2,8,4,5,2,6,3,4,Zero
4620,3,7,2,7,4,8,4,10,4,7,Three
4621,3,10,3,2,1,8,2,10,3,9,One
4622,2,2,4,2,1,9,3,4,3,7,One
4623,4,12,1,8,3,4,1,2,2,2,One
4624,1,1,1,7,2,9,1,8,4,6,Zero
4625,3,6,1,6,3,11,1,8,2,9,One
4626,4,8,3,9,4,9,4,11,2,3,One
4627,1,3,1,8,4,12,4,2,4,11,Zero
4628,2,6,4,13,1,3,4,11,2,13,One
4629,3,2,4,11,3,12,3,11,1,8,One
4630,2,7,3,9,1,5,4,8,3,12,Zero
4631,4,10,3,13,1,4,1,8,1,12,Zero
4632,2,2,4,4,4,12,4,8,1,7,Zero
4633,3,6,2,1,4,6,2,5,4,2,One
4634,4,3,3,5,3,11,3,7,4,11,One
4635,4,6,2,1,2,8,4,5,3,4,Zero
4636,3,3,4,2,2,8,2,4,1,7,Zero
4637,4,1,1,6,3,2,3,7,3,3,Zero
4638,2,11,4,5,1,5,3,2,3,13,One
4639,2,12,1,3,4,9,4,4,1,7,Zero
4640,2,2,4,12,3,13,2,3,1,12,One
4641,4,1,3,8,2,5,2,13,4,10,Zero
4642,3,10,1,3,2,7,2,1,2,8,Zero
4643,4,13,3,11,4,12,3,9,3,2,Zero
4644,4,1,3,7,3,12,2,12,1,2,One
4645,3,7,1,9,1,8,1,2,2,4,Zero
4646,4,11,1,1,3,12,4,12,3,1,Two
4647,3,2,1,2,4,11,3,13,4,10,One
4648,4,3,1,5,3,13,3,10,4,9,Zero
4649,3,13,3,9,2,13,3,5,3,1,One
4650,2,5,4,6,1,1,4,9,1,13,Zero
4651,3,9,3,10,4,6,1,12,2,8,Zero
4652,3,2,4,7,4,4,4,5,1,3,Zero
4653,1,12,4,6,1,1,2,5,4,12,One
